concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000506,Recipe,糖醋汁,糖醋汁 (Recipe),糖醋汁,"[{'term': 'sweet and sour汁', 'language': 'en', 'language_code': 'en-US'}]",调料,2.0,,,5-10分钟,,,dishes\condiment\糖醋汁.md,,,,,,,,
201000507,Ingredient,清水,清水 (Ingredient),清水,[],其他,,,,,,,,50,ml,False,,,,,
201000508,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,40,ml,False,,,,,
201000509,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,30,g,False,,,,,
201000510,Ingredient,白醋,白醋 (Ingredient),白醋,[],调料,,,,,,,,20,ml,False,,,,,
201000511,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201000512,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,按照比例将各调料在小碗中搅拌均匀,1.0,搅拌,小碗,
201000513,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,按不同菜肴的方式处理完毕后，将配制好的糖醋汁倒入锅中,2.0,倒,锅,
201000514,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,根据各菜肴的不同，烹制 5-10 分钟,3.0,煮,锅,5-10分钟
201000515,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,大火收汁，可增加菜的浓度、香味和光泽,4.0,收汁,锅,
201000516,Recipe,葱油,葱油 (Recipe),葱油,[],调料,3.0,,20分钟,20分钟,,"料渣可食用,加开洋提鲜,增加鲜甜风味",dishes\condiment\葱油.md,,,,,,,,
201000517,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,200,克,False,,,,,
201000518,Ingredient,葱,葱 (Ingredient),葱,[],蔬菜,,,,,,,,80,克,True,,,,,
201000519,Ingredient,姜,姜 (Ingredient),姜,[],调料,,,,,,,,20,克,False,,,,,
201000520,Ingredient,料酒,料酒 (Ingredient),料酒,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,毫升,False,,,,,
201000521,Ingredient,洋葱,洋葱 (Ingredient),洋葱,[],蔬菜,,,,,,,,150,克,True,,,,,
201000522,Ingredient,开洋,开洋 (Ingredient),开洋,[],蛋白质,,,,,,,,50,克,False,,,,,
201000523,Ingredient,香菜,香菜 (Ingredient),香菜,"[{'term': '芫荽', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '胡荽', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,适量,,False,,,,,
201000524,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,开洋泡入 50 度温水中，加入 10ml 料酒去腥，泡 10 分钟后取出沥干水分,1.0,浸泡,碗,10分钟
201000525,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,葱，香菜洗净，切成 5cm 长的段，擦干表面水份,2.0,切,"刀,案板",
201000526,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,洋葱切成丝，在锅里用热水煮 5 分钟，取出沥干水份,3.0,"切,煮","刀,案板,锅",5分钟
201000527,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,姜去皮，切成片,4.0,切,"刀,案板",
201000528,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,锅里倒入全部油，放入上述预处理好的材料，开中小火炸 20 分钟,5.0,炸,锅,20分钟
201000529,Recipe,蒜香酱油,蒜香酱油 (Recipe),蒜香酱油,[],调料,2.0,,5分钟,1分钟,1份,,dishes\condiment\蒜香酱油.md,,,,,,,,
201000530,Ingredient,蒜头,蒜头 (Ingredient),蒜头,[],调料,,,,,,,,2,瓣,True,,,,,
201000531,Ingredient,白芝麻,白芝麻 (Ingredient),白芝麻,[],调料,,,,,,,,5,克,False,,,,,
201000532,Ingredient,花生油,花生油 (Ingredient),花生油,[],调料,,,,,,,,15,毫升,False,,,,,
201000533,Ingredient,酱油,酱油 (Ingredient),酱油,[],调料,,,,,,,,30,毫升,True,,,,,
201000534,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,拍碎蒜头,1.0,拍,"刀,案板",
201000535,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,往蘸料碟中加入酱油,2.0,倒,蘸料碟,
201000536,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,起锅，加入花生油，等到油温滚烫后加入拍好的蒜头，炸半分钟,3.0,炸,炒锅,半分钟
201000537,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,半分钟后，关火，把热油倒入蘸料碟，用筷子搅拌即可,4.0,"倒,搅拌","蘸料碟,筷子",
201000538,Recipe,油泼辣子,油泼辣子 (Recipe),油泼辣子,[],调料,3.0,西北菜,5分钟,5分钟,适量,"加入五香粉和草寇可增加香味,加白糖可使辣味柔和不呛口",dishes\condiment\油泼辣子\油泼辣子.md,,,,,,,,
201000539,Ingredient,干辣椒面,干辣椒面 (Ingredient),干辣椒面,[],调料,,,,,,,,100,克,True,,,,,
201000540,Ingredient,花生油,花生油 (Ingredient),花生油,[],调料,,,,,,,,150,毫升,False,,,,,
201000541,Ingredient,蒜头,蒜头 (Ingredient),蒜头,[],调料,,,,,,,,1,个,False,,,,,
201000542,Ingredient,小米椒,小米椒 (Ingredient),小米椒,[],蔬菜,,,,,,,,1,个,False,,,,,
201000543,Ingredient,熟白芝麻,熟白芝麻 (Ingredient),熟白芝麻,[],调料,,,,,,,,15,克,False,,,,,
201000544,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,5,克,False,,,,,
201000545,Ingredient,五香粉,五香粉 (Ingredient),五香粉,[],调料,,,,,,,,10,克,False,,,,,
201000546,Ingredient,草寇,草寇 (Ingredient),草寇,[],调料,,,,,,,,1,个,False,,,,,
201000547,Ingredient,小葱,小葱 (Ingredient),小葱,"[{'term': '香葱', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '细葱', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,3-5,根,False,,,,,
201000548,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1,个,False,,,,,
201000549,Ingredient,花椒,花椒 (Ingredient),花椒,[],调料,,,,,,,,20-50,粒,False,,,,,
201000550,Ingredient,香叶,香叶 (Ingredient),香叶,[],调料,,,,,,,,2-3,片,False,,,,,
201000551,Ingredient,白芷,白芷 (Ingredient),白芷,[],调料,,,,,,,,2-3,片,False,,,,,
201000552,Ingredient,姜片,姜片 (Ingredient),姜片,[],蔬菜,,,,,,,,适量,,False,,,,,
201000553,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,30,克,False,,,,,
201000554,Ingredient,白醋,白醋 (Ingredient),白醋,[],调料,,,,,,,,5,毫升,False,,,,,
201000555,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,拿出蒜头掰2个小蒜头去皮,1.0,剥,,
201000556,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,拿出砧板剁碎小蒜头、小米椒,2.0,"剁,切","砧板,刀",
201000557,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,拿出碗倒入花生油,3.0,倒,碗,
201000558,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,油热放入其他配料（八角、花椒、香叶、白芷、姜片）和小葱，等到香料变焦，捞出扔掉,4.0,"炸,煸",锅,
201000559,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,拿出铁锅将碗内的油放入加热2分钟（菜籽油烧至冒烟）,5.0,加热,铁锅,2分钟
201000560,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,此时是空碗（准备盛放调料）,6.0,,碗,
201000561,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,往空碗加入干辣椒面、白芝麻、蒜末、小米椒、盐、五香粉、草寇作为调料,7.0,混合,碗,
201000562,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,关火将油温冷却至210摄氏度,8.0,冷却,,
201000563,CookingStep,步骤9,步骤9 (Cooking Step),步骤9,,,,,,,,,,,,,将锅内热油倒入碗内并用勺子搅拌（可以在165摄氏度时加入同样调料的碗最后进行混合进行增辣）,9.0,"泼,搅拌",勺子,
201000564,CookingStep,步骤10,步骤10 (Cooking Step),步骤10,,,,,,,,,,,,,倒入热油稍微搅拌后放入白醋，此时会重新沸腾，继续进行搅拌，白醋增香,10.0,搅拌,勺子,
201000565,CookingStep,步骤11,步骤11 (Cooking Step),步骤11,,,,,,,,,,,,,油泼辣子冷却到温热放白糖和味精，白糖可以使辣味柔和，不会那么呛口,11.0,"冷却,搅拌",,
201000566,Recipe,草莓酱,草莓酱 (Recipe),草莓酱,[],调料,2.0,,1小时15分钟,40分钟,1份,,dishes\condiment\草莓酱\草莓酱.md,,,,,,,,
201000567,Ingredient,草莓,草莓 (Ingredient),草莓,[],其他,,,,,,,,1200,克,True,,,,,
201000568,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,400,克,False,,,,,
201000569,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,草莓洗净去叶,1.0,洗,,5分钟
201000570,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将草莓切碎放入合适的碗中,2.0,切,"刀,案板,碗",10分钟
201000571,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将白糖倒入碗中与草莓搅拌均匀,3.0,搅拌,"碗,筷子",5分钟
201000572,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,碗用保鲜膜覆盖静置 1 小时,4.0,腌制,"保鲜膜,碗",1小时
201000573,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将静置的草莓和糖的混合物倒入不粘锅中开大火烧开,5.0,煮,不粘锅,10分钟
201000574,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,烧开后转小火不断搅拌直至果酱呈粘稠状关火,6.0,"熬煮,搅拌","不粘锅,锅铲",30分钟
201000575,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,待草莓酱冷却后装入准备好的密封罐中,7.0,装盘,密封罐,30分钟
201000576,Recipe,蔗糖糖浆,蔗糖糖浆 (Recipe),蔗糖糖浆,[],调料,1.0,,,,,"热水溶解,冷藏保存",dishes\condiment\蔗糖糖浆\蔗糖糖浆.md,,,,,,,,
201000577,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,100,克,True,,,,,
201000578,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,100,克,False,,,,,
201000579,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将称好的白砂糖和饮用水于容器混匀,1.0,混合,容器,
201000580,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,容器封盖放冰箱冷藏,2.0,冷藏,"容器,冰箱",
201000581,Recipe,反沙芋头,反沙芋头 (Recipe),反沙芋头,[],甜品,3.0,粤菜,5分钟,15分钟,,"芋头切大条防烂,炸油可重复利用,关火翻炒促反沙,小心烫嘴",dishes\dessert\反沙芋头\反沙芋头.md,,,,,,,,
201000582,Ingredient,荔浦芋头,荔浦芋头 (Ingredient),荔浦芋头,[],蔬菜,,,,,,,,200,g,True,,,,,
201000583,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,30,g,False,,,,,
201000584,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,15,g,False,,,,,
201000585,Ingredient,葱,葱 (Ingredient),葱,[],蔬菜,,,,,,,,适量,,False,,,,,
201000586,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,适量,,False,,,,,
201000587,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,芋头切长条（稍微大条一点，翻炒过程不容易烂）,1.0,切,"刀,案板",
201000588,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锅中加入可以没过芋头的油，加热等油温起来（插入筷子冒小泡即可）,2.0,加热,"炒锅,筷子",
201000589,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将芋头放入油中，炸至芋头浮起、微微泛黄，且可以用筷子轻松戳洞。炸过的油可留作后续炒菜使用,3.0,炸,"炒锅,筷子",
201000590,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将白砂糖和水按照2:1比例混合，加热熬煮至不变色且冒小泡,4.0,"熬,煮","炒锅,锅铲",
201000591,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,倒入葱花和炸好的芋头，关火翻炒，等待温度降下使糖产生反沙效果,5.0,翻炒,"炒锅,锅铲",
201000592,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,装盘上桌,6.0,装盘,盘子,
201000593,Recipe,咖啡椰奶冻,咖啡椰奶冻 (Recipe),咖啡椰奶冻,[],甜品,4.0,,1小时,2分钟,3-4人份,"液体不可煮沸或冒泡,吉利丁难清洗建议使用洗碗机或温水",dishes\dessert\咖啡椰奶冻\咖啡椰奶冻.md,,,,,,,,
201000594,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],其他,,,,,,,,125,ml,True,,,,,
201000595,Ingredient,椰汁,椰汁 (Ingredient),椰汁,[],其他,,,,,,,,250,ml,True,,,,,
201000596,Ingredient,意式浓缩咖啡,意式浓缩咖啡 (Ingredient),意式浓缩咖啡,[],其他,,,,,,,,35,ml,True,,,,,
201000597,Ingredient,椰子水,椰子水 (Ingredient),椰子水,[],其他,,,,,,,,50,ml,True,,,,,
201000598,Ingredient,吉利丁,吉利丁 (Ingredient),吉利丁,[],其他,,,,,,,,10,g,False,,,,,
201000599,Ingredient,糖,糖 (Ingredient),糖,[],调料,,,,,,,,适量,g,False,,,,,
201000600,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将定量淡奶油、椰汁、意式浓缩咖啡和椰子水混合备用。,1.0,混合,容器,
201000601,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将以上液体加热1分钟，温度达到50-60度即可。,2.0,加热,锅,1分钟
201000602,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,如果格外嗜甜，可以加入额外的糖。,3.0,调味,,
201000603,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,倒入吉利丁，搅拌至融化，煮1分钟。,4.0,"搅拌,煮","锅,搅拌工具",1分钟
201000604,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将混合液过筛，让椰奶冻口感更佳顺畅。,5.0,过筛,过滤网,
201000605,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将液体放入模具中。,6.0,倒入,模具,
201000606,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,过滤掉表层的泡泡，让椰奶冻口感更好且外观更棒。,7.0,过滤,勺子,
201000607,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,放入冰箱冷藏区，等待3小时。,8.0,冷藏,冰箱,3小时
201000608,Recipe,奥利奥冰淇淋,奥利奥冰淇淋 (Recipe),奥利奥冰淇淋,[],甜品,3.0,,30分钟,4小时以上,1份,"剁碎奥利奥的容器注意不要使用易碎容器,去除奥利奥夹心时切忌注意割到手,可直接购买奥利奥饼干碎以节省时间精力",dishes\dessert\奥利奥冰淇淋\奥利奥冰淇淋.md,,,,,,,,
201000609,Ingredient,奥利奥,奥利奥 (Ingredient),奥利奥,[],其他,,,,,,,,6,块,True,,,,,
201000610,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,18,克,False,,,,,
201000611,Ingredient,淡奶油,淡奶油 (Ingredient),淡奶油,[],其他,,,,,,,,250,毫升,True,,,,,
201000612,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将奥利奥拧开后去除夹心，备用,1.0,分离,小刀,
201000613,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,用筷子将奥利奥剁碎，需要有一半变成粉状，另一半最大长度小于0.5厘米，备用,2.0,剁碎,"筷子,容器",
201000614,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将奶油全部倒入深容器中，并加入准备好的白砂糖,3.0,混合,深容器,
201000615,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,用电动打蛋器高速挡搅打，直至提起打蛋器下方会出现悬挂住的奶油（0.5厘米-1厘米），而不是全部像液体一样滴下,4.0,打发,"电动打蛋器,深容器",
201000616,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将处理好的奥利奥碎放入打发好的奶油中，搅拌均匀直至底部有奥利奥,5.0,搅拌,电动打蛋器,
201000617,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,将混合物倒入冰淇淋模具中（可选步骤）,6.0,装模,冰淇淋模具,
201000618,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,放置冰箱冷冻室（-18度）冷冻4小时以上即可取出食用,7.0,冷冻,冰箱,4小时以上
201000619,Recipe,戚风蛋糕,戚风蛋糕 (Recipe),戚风蛋糕,[],甜品,5.0,,约40-60分钟,30-50分钟,6寸3份，8寸5份,"烤制温度和时间是成功的关键,装蛋清的容器绝对不能有油,特别新鲜的鸡蛋蛋清较硬，可加少量水帮助打发,冷藏鸡蛋需恢复室温后再进行打发,打发途中加糖可保护气泡,采用变温烘烤可有效防止蛋糕塌陷",dishes\dessert\戚风蛋糕\戚风蛋糕.md,,,,,,,,
201000620,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,3(6寸)/5(8寸),个,True,,,,,
201000621,Ingredient,白糖,白糖 (Ingredient),白糖,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,50(6寸)/80(8寸),克,False,,,,,
201000622,Ingredient,食用油,食用油 (Ingredient),食用油,[],其他,,,,,,,,25(6寸)/40(8寸),克,False,,,,,
201000623,Ingredient,牛奶,牛奶 (Ingredient),牛奶,[],其他,,,,,,,,30(6寸)/50(8寸),克,False,,,,,
201000624,Ingredient,低筋面粉,低筋面粉 (Ingredient),低筋面粉,[],淀粉类,,,,,,,,50(6寸)/90(8寸),克,True,,,,,
201000625,Ingredient,柠檬汁或白醋,柠檬汁或白醋 (Ingredient),柠檬汁或白醋,[],调料,,,,,,,,适量,滴,False,,,,,
201000626,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,准备两个容器并擦干，分别盛放蛋清与蛋黄。盛放蛋清的容器不能有任何油，盛放蛋黄的容器不能有水珠。将蛋清与蛋黄分离，确保蛋清中不混有任何蛋黄。,1.0,分离,"容器,分蛋器",
201000627,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,在空碗中加入食用油和低筋面粉搅拌，然后加入蛋黄、牛奶以及1/4的白糖。使用刮刀以“Z字形”搅拌方式混合均匀，直到无干粉状态，静置备用。,2.0,搅拌,"碗,刮刀",
201000628,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,在蛋清中加入柠檬汁或白醋。将剩余3/4的白糖分三次加入：中速打发至粗大气泡时加第一次，高速打发至气泡细腻时加第二次，湿性发泡时加第三次。最后中低速打发至干性发泡（提起有短小直立尖角）。,3.0,打发,"打蛋器,容器",
201000629,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,取1/3的蛋白霜加入蛋黄糊中，采用“翻拌”手法混合均匀。然后将混合液倒回剩余2/3的蛋白霜中，继续翻拌均匀。最后将蛋糕糊倒入模具，震荡几下消除大气泡。,4.0,"翻拌,混合","刮刀,搅拌盆,模具",
201000630,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,烤箱以上管150℃、下管160℃预热约10分钟。将模具放入下层，采用变温烘烤：前3/5时间保持150℃/160℃，后2/5时间调至上管160℃、下管170℃。6寸蛋糕烤30-35分钟，8寸蛋糕烤50分钟。,5.0,"预热,烤",烤箱,30-50分钟
201000631,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,蛋糕烤好后出炉，可从高处落下震出热气。将模具倒扣冷却10分钟，待完全冷却后进行脱模。,6.0,"冷却,脱模","模具,毛巾",10分钟
201000632,Recipe,提拉米苏,提拉米苏 (Recipe),提拉米苏,[],甜品,4.0,意大利菜,,4小时,,蛋白打发技巧,dishes\dessert\提拉米苏\提拉米苏.md,,,,,,,,
201000633,Ingredient,马斯卡彭芝士,马斯卡彭芝士 (Ingredient),马斯卡彭芝士,[],蛋白质,,,,,,,,450,g,True,,,,,
201000634,Ingredient,手指饼干,手指饼干 (Ingredient),手指饼干,[],淀粉类,,,,,,,,1,包,True,,,,,
201000635,Ingredient,放凉浓缩咖啡,放凉浓缩咖啡 (Ingredient),放凉浓缩咖啡,[],其他,,,,,,,,350,ml,False,,,,,
201000636,Ingredient,无菌鸡蛋,无菌鸡蛋 (Ingredient),无菌鸡蛋,[],蛋白质,,,,,,,,4,个,True,,,,,
201000637,Ingredient,白砂糖,白砂糖 (Ingredient),白砂糖,[],调料,,,,,,,,50,g,False,,,,,
201000638,Ingredient,可可粉,可可粉 (Ingredient),可可粉,[],调料,,,,,,,,10,g,False,,,,,
201000639,Ingredient,朗姆酒,朗姆酒 (Ingredient),朗姆酒,[],调料,,,,,,,,35,ml,False,,,,,
201000640,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,分离蛋黄蛋清,1.0,分离,碗,
201000641,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,盛有蛋白的碗中加 10g 白砂糖湿性打发,2.0,打发,"碗,打蛋器",
